Numéro de la tâche,Date de création de la tâche,Nom de la personne initiatrice de la tâche,Site de réalisation de la tâche,Nature de la tâche,Description de la tâche,Date de début de la tâche,Durée estimée en heure(s) ou journée(s),Nombre de personnes souhaitées,Service N°1 mandaté pour la réalisation de la tâche,Service N°2 mandaté pour la réalisation de la tâche,Service N°3 mandaté pour la réalisation de la tâche
T_P978,45636,Secrétariat général,Roseraie,Entretien général,Chemin du Bon Dieu 28 - la cuisinière de Madame ne fonctionne plus du tout,45636,,,Vincent,,
T_P977,45636,Secrétariat général,Roseraie,Chauffage,"Chemin du Bon Dieu 18 - Madame nous informe que sa chaudière coule encore , il y a 10 à 15 cm d'eau dans son seau,",45636,,,Vincent,,
T_P979,45639,Secrétariat général,Roseraie,Jardin / extérieur,Roseraie 9 - Madame demande s'il est possible de ramasser les feuilles et les branches dans le jardin et sur la terrasse car elle ne sait pas y accéder,45639,,,Vincent,,
T_P980,45642,Secrétariat général,Roseraie,Chauffage,"ROSERAIE 25 - Madame nous informe que malgré qu'elle demande 22 degrés au thermostat, la température de la maison n'est toujours que de 18,5 degrés après 3h.",45642,,,Vincent,,
T_P981,45642,Secrétariat général,Roseraie,Chauffage,Roseraie 4 - Monsieur nous informe que le filtre à eau qui est raccordé à la chaudière coule et qu'il a difficilement de l'eau chaude à la cuisine,45642,,,Vincent,,
T_P985,45643,Secrétariat général,Roseraie,Entretien général,"Roseraie 20 - Madame nous informe qu'on lui a proposé de remettre en peinture la tache d'humidité dans le WC mais elle ne veut pas. Madame nous demande si il ne faudrait pas faire venir un couvreur, saurais-tu nous faire un retour et nous donner ton avis?",45643,,,Vincent,,
T_P986,45643,Secrétariat général,CPAS,Entretien général,Le lampadaire à la porte d'entrée ne s'allume plus(le capteur ne détecte pas les mouvements) car il y a de l'eau à l'intérieur,45643,,,Vincent,,
T_P991,45645,Secrétariat général,Roseraie,Entretien général,Roseraie 28 - Madame nous informe que la serrure de la porte d'entrée ressort fortement et se demande si il ne faudrait pas la changer,45645,,,Vincent,,
T_P990,45645,Secrétariat général,Roseraie,Entretien général,Roseraie 17 - Si possible évacuer l'ancienne poubelle qui est restée dehors ,45645,,,Vincent,,
T_P995,45646,Secrétariat général,Roseraie,Entretien général,Roseraie 28 - Madame nous informe que lors du placement de la nouvelle chaudière les chauffagistes ont abîmé le plafond de la chaufferie.,45646,,,Vincent,,
T_P993,45646,Secrétariat général,Roseraie,Entretien général,Roseraie 6 - le radiateur de l'entrée ne se coupe pas même si monsieur ferme la vanne,45646,,,Vincent,,
T_P992,45646,Secrétariat général,Roseraie,Entretien général,"Chemin du Bon dieu 24 - Tâches à effectuer suite à l'état des lieux de ce 19.12.24 : Nettoyage de la terrasse avant, tâche d'humidité au plafond du WC, la porte de la chaufferie frotte au sol,éclairage de la cuisine à changer, il n'y a plus de poubelle dans le meuble sous évier, la joue de la cuisine à droite a gonflé dans le bas avec l'eau et ne tient plus, refaire le joint autour des plaques électriques, changer les tubes éclairage de la Salle de Bain,le robinet d'eau chaude du lavabo ne s'ouvre pas ,décalcariser les filtres et robinetteries.",45646,,,Vincent,,
T_P994,45646,Secrétariat général,Roseraie,Chauffage,"Roseraie 15 - Plus de chauffage, la chaudière ne se met pas en route.",45646,,,Vincent,,
T_P998,45656,Secrétariat général,Roseraie,Entretien général,Roseraie 6 - Monsieur demande s'il est possible de passe car le cache du néon de la salle de bain se détache et tombe.,45656,,,Vincent,,
T_P999,45660,Secrétariat général,Roseraie,Sanitaire,"Roseraie 4 - monsieur demande une réparation du WC, Vincent nous dit qu'il faut le changer",45660,,,Vincent,,
T_P1000,45663,Secrétariat général,Roseraie,Entretien général,Roseraie 27- Madame nous informe que plusieurs ardoises se sont envolées avec la tempête,45663,,,Ouvriers_ADV,,
T_P1001,45663,Secrétariat général,Roseraie,Sanitaire,"Roseraie 31 - un nouveau bac de douche a été installé chez madame mais l'eau ne s'écoule pas et déborde du bac, Madame nous dit que parfois il faut 1 h pour que le bac se vide.",45663,,,Vincent,,
T_P1004,45664,Secrétariat général,Roseraie,Plomberie,"ROSERAIE 6 - Monsieur nous dit que depuis le changement de cartouche, le robinet ne fonctionne plus bien. Monsieur veut que ce soit Vincent qui passe voir chez lui.",45664,,,Vincent,,
T_P1002,45664,Secrétariat général,Roseraie,Chauffage,ROSERAIE 9 - Madame ne sait plus augmenter la température au thermostat.,45664,,,Vincent,,
T_P1003,45664,Secrétariat général,Roseraie,Entretien général,"ROSERAIE 39 - La serrure de la boîte aux lettres est cassée , du coup elle reste ouverte ,le facteur a prévenu madame de mettre en ordre sa boîte et lui a déposé son courrier en main propre",45664,,,Vincent,,
T_P1007,45665,Secrétariat général,Roseraie,Plomberie,"Roseraie 37- Madame nous demande un passage car suite au changement de la cartouche pour le calcaire, le tuyau coule. ",45665,,,Vincent,,
T_P1008,45666,Secrétariat général,Roseraie,Entretien général,Roseraie 27 - Changer la pile de la sonnette de l'entrée car elle ne fonctionne plus,45666,,,Vincent,,
T_P1011,45670,Secrétariat général,Roseraie,Entretien général,Roseraie 12- Il y a une tâche d'humidité sur le plafond du WC et des gouttes coulent le long du mur,45670,,,Vincent,,
T_P1015,45671,Secrétariat général,Roseraie,Chauffage,"Roseraie 27 - La température dans la maison n'augmente pas malgré que madame a demandé 23 degrés au thermostat? Elle a toujours 19,5 °.",45671,,,Ouvriers_ADV,,
T_P1017,45678,Secrétariat général,Roseraie,Electricité,"Roseraie 29 - Changer le tube de l'éclairage de la salle de bain car il ne fonctionne plus, madame est disponible uniquement ce jeudi 23/01 ",45678,,,Vincent,,
T_P1018,45678,Secrétariat général,Roseraie,Plomberie,"Roseraie 37 - Fuite d'eau dans le local chaufferie et robinet d'eau chaude coule dans la sdb, madame a dû mettre un seau",45678,,,Vincent,,
T_P1021,45681,Secrétariat général,Roseraie,Entretien général,"ROSERAIE 2 : lorsque vous rafraîchirez la maison, laisser les rideaux et le petit meuble de la salle de bain au cas où les nouveaux locataires voudront les conserver",45681,,1,Vincent,Ouvriers_ADV,
T_P1022,45684,Secrétariat général,Roseraie,Entretien général,"Roseraie 22 - Madame ne sait plus ouvrir sa porte d'entrée; la serrure coince. Et une plaque du plafond de l'entrée se désintègre, madame a retrouvé des déchets de plafonnage au sol et un morceau de plaque était tombé",45684,,,Vincent,,
T_P1024,45688,Secrétariat général,Roseraie,Entretien général,"Etat des lieux de sortie : Roseraie  2 - Repeindre les murs et les plafonds de la maison, changer WC et lunette, repeindre les portes intérieures, refaire le joint de la taque et evier de cuisine, il n'y a pas de bouchons pour l'évier de cuisine, robinet du lavabo ne fonctionne pas, luminaire de terrasse ne s'allume pas, changer vinyle chambre,évacuer l'ancien siège resté dans la chaufferie, ne pas jeter les rideaux, les stores et les tentures au cas où le nouvau locataire voudrait les récupérer, les pots de fleurs à l'avant et à l'arrière de la maison seront récupéré ces jours-ci par le fils de madame.",45688,,,Ouvriers_ADV,Vincent,
T_P1025,45691,Secrétariat général,Roseraie,Chauffage,Roseraie 11- madame nous dit que de l'eau coule de la chaudière ou d'un tuyau,45691,,,Vincent,,
T_P1026,45691,Secrétariat général,Roseraie,Electricité,Roseraie 16 - Le néon de la pièce principale clignote sans arrêt,45691,,,Vincent,,
T_P1027,45691,Secrétariat général,Roseraie,Menuiserie,Roseraie 34 - Madame ne sait pas fermer sa porte d'entrée,45691,,,Vincent,,
T_P1028,45692,Secrétariat général,Roseraie,Sanitaire,Roseraie 14 - Madame nous informe que la chasse d'eau coule et a peur de consommer trop d'eau,45692,,,Vincent,,
T_P1034,45699,Secrétariat général,CPAS,Marchandises magasin,Commande Van Marcke pour le stock de la Roseraie livrée au CPAS. A ranger à la cave? À l'Arbre de Vie?,45699,1,2,Vincent,,
T_P1036,45699,Secrétariat général,CPAS,Sanitaire,Toilette bouchée dans les WC Hommes - 1er étage CPAS,45699,1,1,Vincent,,
T_P1038,45701,Secrétariat général,Roseraie,Entretien général,Roseraie 16 - Le rideau de la porte d'entrée est tombé et madame ne sait pas monter pour le remettre,45701,,,Ouvriers_ADV,,
T_P1041,45705,Secrétariat général,Roseraie,Chauffage,Roseraie 7 - Madame nous informe que de l'eau coule de la chaudière,45705,,,Vincent,,
T_P1042,45705,Secrétariat général,Roseraie,Chauffage,"Roseraie 27 - Madame nous informe que la cheminée fume beaucoup, elle se demande si c'est normal et elle a peur pour sa consommation car SBA avait augmenté la température de l'eau à la chaudière à 75° pour l'eau chaude.",45705,,,Vincent,,
T_P1043,45706,Secrétariat général,Roseraie,Sanitaire,Roseraie 1 - Tuyauterie coule au niveau de la chasse d'eau,45706,,,Vincent,,
T_P1045,45706,Secrétariat général,CPAS,Entretien général,Monter des caisses de papier A4 au 2ème étage + monter 2 caisses dans le bureau de Steve,45706,1,1,Vincent,,
T_P1059,45722,Secrétariat général,Roseraie,Entretien général,Roseraie 7 - La sonnette de la porte d'entrée ne fonctionne plus,45722,,,Vincent,,
T_P1061,45727,Secrétariat général,Roseraie,Plomberie,Roseraie 7 - Madame a une fuite d'eau sous l'évier de la cuisine,45727,,,Vincent,,
T_P1064,45727,Secrétariat général,Roseraie,Entretien général,Roseraie 22 - le tube de l'éclairage de la sdb ne fonctionne plus,45727,,,Vincent,,
T_P1068,45733,Secrétariat général,Roseraie,Chauffage,Chemin du Bon Dieu n°28 - Panne de chauffage,45733,,,Vincent,,
T_P1071,45735,Secrétariat général,Roseraie,Electricité,Roseraie 16 -Changer ampoule dans le WC car ne fonctionne plus,45735,,,Vincent,,
T_P1077,45736,Secrétariat général,CPAS,Entretien général,Déplacer mobilier au secrétariat 2ème étage,45736,2,2,Vincent,,
T_P1078,45736,Secrétariat général,Roseraie,Jardin / extérieur,"Roseraie 29- Madame nous informe que 2 fils pour étendre son linge à l'extérieur sont cassés, si possible de lui remplacer",45736,,,Vincent,,
T_P1079,45737,Secrétariat général,Roseraie,Entretien général,"Etat des lieux de sortie Roseraie 39 - Repeindre toute la maison: plafonds,murs ,portes intérieures et radiateurs.En façade,repeindrela planche de rive avec une peinture bois pour extérieur.Nettoyer le cache néon du débarras ,du hall et de la terrasse.Chambre: réparation du plafonnage car abîmé lors de la pose de la chaudière + voir si il faut changer le vinyl. Cuisine : Meuble sous évier en mauvais état, changer la poubelle, taque à récurer voir si encore ok, faïence murale gondolée à 1 endroit (se décolle), Joint évier /taque à refaire, voir pour le bruit de la hotte, joue externe ne tient plus. Salle de bain: changer pomme de douche, flexible de douche, voir si on peut récupérer  le lavabo et les joints de la douche avec un produit nettoyant plus mordant (joints noirs humidité)",45737,,,Vincent,,
T_P901,45903,Secrétariat général,Roseraie,Sanitaire,ROSERAIE 31- Aller voir en avril : Madame demande de voir pour les dalles de son jardin car elles bougent et ne sont pas stables,45748,,1,Vincent,,
T_P1083,45748,Secrétariat général,Roseraie,Chauffage,Roseraie 1 - Madame n'a plus ni de chauffage ni d'eau chaude. Le code erreur noté sur la chaudière est : S22,45748,,,Vincent,,
T_P1085,45754,Secrétariat général,Roseraie,Chauffage,"Roseraie- Chemin du Bon Dieu 20 , Madame nous informe que son chauffage ne s'allume pas.",45754,,,Vincent,,
T_P1087,45756,Secrétariat général,CPAS,Entretien général,Vider l'ancien local de la chaudière et le vestiaire pour pouvoir le remettre en ordre rapidement,45756,,,Vincent,,
T_P1091,45764,Secrétariat général,CPAS,Entretien général,Remonter 3 caisses de papier A4 au 2ème étage chaque lundi et informer le secrétariat du stock restant,45764,,,Vincent,,
T_P1095,45769,Secrétariat général,CPAS,Entretien général,"Tourniquet pour fardes du bureau du secrétariat à déplacer dans le bureau d'Hélène et jeter l'ancien qui est cassé,",45769,,,Vincent,,
T_P1096,45770,Secrétariat général,Roseraie,Plomberie,"Roseraie 22 - Tuyauterie sous évier coule un peu, le plastique est defectueux (voir si à changer)",45770,,,Vincent,,
T_P1098,45771,Secrétariat général,Roseraie,Jardin / extérieur,"Chemin du Bon Dieu 18 - 2 ardoises du mur de façade sont tombées, si possible les remettre, elles sont placées près du petit siège fixe.",45771,,,Vincent,,
T_P1101,45775,Secrétariat général,Roseraie,Sanitaire,Roseraie 19 - Lavabo salle de bain qui bouge + déchets qui tombent du plafond de la chaufferie ,45775,1,1,Vincent,,
T_P1099,45772,Secrétariat général,Roseraie,Entretien général,"Roseraie 39 : suite à l'état des lieux entrant, mettre des ampoules dans le living, la clé de la porte arrière est manquante (deux trousseaux porte d'entrée), porte du placard de la chambre ne tient pas",45776,1,2,Vincent,,
T_P1097,45771,Secrétariat général,CPAS,Marchandises magasin,Livraison d'une palette de papier au CPAS,45777,1,2,Vincent,,
T_P1084,45750,Secrétariat général,CPAS,Entretien général,Accrocher un tableau au mur dans le bureau du Président à sa demande. (demander à Laura pour endroit où le poser),45782,,,Vincent,,
T_P1104,45782,Secrétariat général,Roseraie,Entretien général,Roseraie 27 - Madame nous informe d'une odeur d'égoûts désagréable et demande si Vincent pourrait aller nettoyer au karcher comme déjà fait auparavant,45782,,,Vincent,,
T_P1108,45785,Secrétariat général,Roseraie,Entretien général,Roseraie n°34 - Madame nous informe que la sonnette de la porte d'entrée ne fonctionne plus et demande de la remplacer,45785,,,Vincent,,
T_P1109,45786,Secrétariat général,Roseraie,Entretien général,Roseraie 19 - Madame nous informe que 2 dalles de terrasse à l'avant de la maison se soulèvent et madame a peur de tomber ,45786,,,Vincent,,
T_P1112,45791,Secrétariat général,Roseraie,Entretien général,Roseraie 19 - le joint de la tâque électrique est à remplacer  si possible ce vendredi 16/05,45791,,,Vincent,,
T_P1114,45796,Secrétariat général,Roseraie,Entretien général,Roseraie 27 : agrandir la terrasse existante avec des dalles identiques (sans compliquer l'entretien des pelouses) ,45796,1,2,Vincent,,
T_P1116,45797,Secrétariat général,Roseraie,Entretien général,Roseraie 37 - Madame nous informe que le sterput sur la terrasse est bouché et l'eau s'écoule très lentement. Si possible déboucher car si il pleut ça va déborder,45797,,,Vincent,,
T_P1120,45799,Secrétariat général,Roseraie,Entretien général,ROSERAIE 27 - La nouvelle sonnette qui a été installée ne fonctionne pas bien car par moment elle ne sonne pas. Aller voir pour la régler,45799,,,Vincent,,
T_P1122,45803,Secrétariat général,Roseraie,Entretien général,Roseraie 17 - Remettre les tuiles sur le côté débarras,45803,,,Vincent,,
T_P1123,45803,Secrétariat général,Roseraie,Entretien général,Roseraie 16 - Lavabo de la salle de bain ne s'évacue pas bien et la chasse d'eau du WC coule dû au calcaire,45803,,,Vincent,,
T_P1126,45804,Secrétariat général,Roseraie,Entretien général,Roseraie 14 - Tâche d'humidité dans le WC qui vient peut- être du toit ou de la chaudière + carrelage de sdb qui ne tient pas et risque de tomber,45804,,,Vincent,,
T_P1129,45804,Secrétariat général,CPAS,Sanitaire,Evier WC femme 2ème étage : l'eau semble s'évacuer plus difficilement que d'habitude,45804,1,1,Vincent,,
T_P1128,45804,Secrétariat général,Roseraie,Plomberie,Roseraie 19 - Madame à installé une nouvelle machine à laver mais le robinet d'arrivée d'eau coule et madame a dû fermer les vannes et donc n'a plus de chauffage,45804,,,Vincent,,
T_P1125,45804,Secrétariat général,Roseraie,Plomberie,Roseraie 16 - Changer le mitigeur du lavabo,45804,,,Vincent,,
T_P1137,45818,Secrétariat général,Roseraie,Entretien général,"Chemin du Bon Dieu 14 - Etagères à l'intérieur du placard de la chambre sont tombées + Eau remonte à l'évier de la cuisine quand il pleut, si possible nettoyer le sterput",45818,,,Vincent,,
T_P1136,45818,Secrétariat général,Roseraie,Chauffage,Roseraie 19 - Madame a fait une mauvaise manipulation en voulant allumer le thermostat et ne sait plus baisser la température,45818,,,Vincent,,
T_P1141,45827,Secrétariat général,Roseraie,Entretien général,Chemin du Bon Dieu 22 - Aider madame a remettre 2 lames de stores qui sont tombées ,45827,,,Vincent,,
T_P1144,45831,Secrétariat général,Roseraie,Entretien général,Inspecter si le travail de tonte de La Renouée a bien été effectué et faire un compte rendu à Hélène,45831,,,Vincent,,
T_P1146,45831,Secrétariat général,Roseraie,Sanitaire,"Roseraie 28 - Madame nous informe que son bac de douche   a des éclats et que le joint a sauté, aller voir pour estimer si le bac doit être changé et faire un compte rendu à Hélène  car c'est un chantier a planifier",45831,,,Vincent,,
T_P1145,45831,Secrétariat général,Roseraie,Entretien général,"Vérifier le matin si des déchets ne sont pas à ramasser à l'entrée du Domaine (parking, près de l'arbre)",45831,,,Vincent,,
T_P1148,45834,Secrétariat général,Roseraie,Entretien général,Roseraie 14 - Madame nous informe que la porte coulissante à l'entrée est difficile à ouvrir apparemment elle bloque,45834,,,Vincent,,
T_P1149,45835,Secrétariat général,Roseraie,Entretien général,"Roseraie 27- Madame a acheté des meubles et un frigo à la dame qui quitte le logement du 18, si possible les déplacer d'une maison à l'autre, madame uniquement présente le matin  ",45835,,,Vincent,,
T_P1151,45838,Secrétariat général,CPAS,Electricité,La lampe des toilettes homme au deuxième étage ne s'éteint pas,45838,,,Vincent,,
T_P1158,45847,Secrétariat général,Roseraie,Sanitaire,"Roseraie 14 - La barre du pommeau de douche est tombée, aller voir pour refixer",45847,,,Vincent,,
T_P1168,45874,Secrétariat général,Roseraie,Entretien général,Chemin du Bon Dieu 18 - Madame demande si'il est possible de l'aider pour jeter 2 télévisions et 1 chaise au parc à container ,45874,,,Vincent,,
T_P1170,45876,Secrétariat général,Roseraie,Electricité,"Roseraie 29 - Le tube de la lampe de la salle à manger ne fonctionne plus, Madame en a acheté 1 si c'est possible  aller lui remplacer ",45876,,,Vincent,,
T_P1171,45876,Secrétariat général,CPAS,Entretien général,Couloir 2ème étage : vanne thermostatique à replacer sur un des radiateurs (elle se trouve près du radiateur),45876,1,1,Vincent,,
T_P1174,45880,Secrétariat général,CPAS,Menuiserie,"Roseraie 6 - une planche de l'encadrement extérieur du châssis de la baie vitrée avant se détache et menace de tomber,",45880,,,Vincent,,
T_P1173,45880,Secrétariat général,Roseraie,Menuiserie,"Baie vitrée de l'avant s'ouvre et se ferme difficilement,",45880,,,Vincent,,
T_P1179,45887,Secrétariat général,Roseraie,Entretien général, Roseraie 27 - Madame a racheté les rideaux de la maison du Numéro 18 qui se libère  et demande si c'est possible de les installer chez elle après l'état des lieux sortant.,45887,,,Vincent,,
T_P1180,45887,Secrétariat général,Roseraie,Entretien général,Roseraie 18 - changer le barrilet du bas de la porte d'entrée et rendre l'ancien à Madame Gosselin ,45887,,,Vincent,,
T_P1181,45890,Secrétariat général,Roseraie,Entretien général,"ETAT DES LIEUX SORTIE ROSERAIE 18- Robinet de service du débarras à changer car coule, repeindre le velux, Caches néons à nettoyer dans toutes les pièces, repeindre les murs,  les plafonds et les radiateurs, changer WC + lunette, baie vitrée avant difficile à ouvrir, enlever les 2 anciens tuyaux de chauffage qui sont dans le living, remplacer la poubelle, refaire joint cuisine,remplacer les prises dans la cuisine, remplacer la barre du rideau de douche, recoller ou remplacer carrelage assise de douche + voir carrelage mural, Voir avec Hélène pour le frigo (si commander)",45890,,,Vincent,,
T_P1186,45897,Secrétariat général,Roseraie,Entretien général,Chemin du Bon Dieu 18 - Madame nous informe que son detecteur de fumée à l'entrée ne fonctionne plus. Madame dit qu'il est cassé,45897,,,Vincent,,
T_P1187,45898,Secrétariat général,Roseraie,Chauffage,"Roseraie 6 - Eau arrive trop chaude au robinets, diminuer la température à la chaudière",45898,,,Vincent,,
T_P1189,45901,Secrétariat général,Roseraie,Entretien général,"Roseraie 14 - suite au travaux de la Salle de bain, remettre en peinture le mur au dessus des carrelages et les contours de la porte coulissante ",45901,,,Vincent,,
T_P1188,45901,Secrétariat général,Roseraie,Jardin / extérieur,"Roseraie 11- Madame nous informe qu'un cache en alu tombe de la toiture dans la gouttière,",45901,,,Vincent,,
T_P1192,45903,Secrétariat général,Roseraie,Entretien général,"Monsieur nous informe que les boutons de la taque électrique sont cassés, le joint du four est décollé et le velux du débarras est difficile à ouvrir",45903,,,Vincent,,
T_P1193,45908,Secrétariat général,CPAS,Entretien général,WC près de la cuisine : lunette cassée,45908,1,2,Vincent,,
T_P1195,45911,Secrétariat général,Roseraie,Electricité,"Chemin du Bon Dieu 24 - La tâque électrique reste allumée même le bouton éteint, Madame est obligée de couper le fusible pour que ça refroidisse",45911,,,Vincent,,
T_P1197,45917,Secrétariat général,CPAS,Entretien général,Changer néon bureau Stéphanie M. et Julie F.,45917,,,Vincent,,
T_P1198,45917,Secrétariat général,CPAS,Entretien général,Déboucher évier toilettes des dames 2 ème étage,45917,,,Vincent,,
T_P1205,45925,Secrétariat général,Roseraie,Plomberie,Roseraie 17 - WC bouché,45925,,,Vincent,,
T_P1209,45926,Secrétariat général,Roseraie,Entretien général,Chemin du Bon Dieu 14 - Madame demande si c'est possible de l'aider à placer une barre de rideau pour la porte d'entrée,45926,,,Vincent,,
T_P1212,45931,Secrétariat général,Roseraie,Entretien général,"Roseraie 18 - Quand la cuisine est posée, prévenir Hélène et Laura ou Sophie pour venir voir pour la crédence",45931,,,Vincent,,
T_P1213,45931,Secrétariat général,Roseraie,Entretien général,Chemin du Bon Dieu 22 - Porte du dressing de Madame est sortie du rail. Madame ne sait pas la soulever car ce sont des grandes portes,45931,,,Vincent,,
T_P1211,45931,Secrétariat général,Roseraie,Plomberie,Roseraie 24 - Colonne de douche et robinet coule ,45931,,,Vincent,,
T_P1219,45933,Secrétariat général,Roseraie,Entretien général,Roseraie 27 - Aller voir chez madame si le four et la taque sont à changer (suivant l'état). Madame nous informe que Ian lui avait dit qu'on lui changerait,45933,,,Vincent,,
T_P1221,45936,Secrétariat général,Roseraie,Entretien général,"Roseraie 12 - Mitigeur sdb difficile à ouvrir, voir si changer",45936,,,Vincent,,
T_P1220,45936,Secrétariat général,Roseraie,Entretien général,"Roseraie 24 - Madame nous informe qu'elle a une infiltration dans son hall d'entrée, merci de voir ce qu'il en est et de faire un retour à Hélène",45936,,,Vincent,,
T_P1227,45951,Secrétariat général,Roseraie,Jardin / extérieur,Roseraie 20 - Madame demande de couper le petit sapin qui se trouve près de la terrasse,45951,,,Vincent,,
T_P1228,45951,Secrétariat général,Roseraie,Entretien général,Roseraie 27- 2 tuiles se soulèvent et madame a peur d'une infiltration,45951,,,Vincent,,
T_P1232,45958,Secrétariat général,Roseraie,Chauffage,"Après le passage de Ian pour vérification des chaudières, il est demandé:- Augmenter la température de l'eau de chauffage (radiateurs) à 70 - 75 °C
- Augmenter la température de l'eau chaude sanitaire (ECS) à 65°C
- Vérifier la consigne de température ambiante demandée;
- Vérifier dans tous les cas, que la vanne thermostatique dans le coin salon soit ouverte sur 5 (à fond), afin de laisser le thermostat agir.
Les changements ont déjà été effectués pour les maisons suivantes:Roseraie  n°1 , N° 9, N°28, N°35",45958,,,Vincent,,
T_P1233,45960,Secrétariat général,ILA,Entretien général,Charles Dupuis 114/3 : prendre un matelas et un four micro ondes et l'apporter rue de Patûrages 34 ( voir Alexandre),45960,,,Vincent,,
T_P1235,45967,Secrétariat général,Roseraie,Plomberie,"Roseraie 9  - Evier de la cuisine bouché, madame est présente aujourd'hui ou demain après 10h",45967,,,Vincent,,
T_P1237,45971,Secrétariat général,Roseraie,Chauffage,Chemin du bon Dieu 18 - Madame n'a pas de chauffage,45971,,,Vincent,,
T_P1238,45973,Secrétariat général,Roseraie,Electricité,"Chemin du Bon Dieu 28 - Madame demande de changer un néon, Hélène a prévenu madame que l'achat du néon sera à sa charge",45973,,,Vincent,,
T_P1239,45974,Secrétariat général,Roseraie,Entretien général,Roseraie 34 - Madame nous informe que sa planche de WC est cassée (voir si il faut changer),45974,,,Vincent,,
T_P1242,45978,Secrétariat général,Roseraie,Entretien général,"Roseraie 6 - Monsieur pense à une fuite sur le toit car gouttes d'eau dans la chaufferie, aller voir si ça ne vient pas de la chaudière",45978,,,Vincent,,
T_P1243,45978,Secrétariat général,Roseraie,Entretien général,Roseraie 18 - Madame demande s'il est possible de l'aider à mettre ses barres de tentures pour son emménagement ,45978,,,Vincent,,
T_P1247,45981,Secrétariat général,Roseraie,Entretien général,Chemin du Bon Dieu 22 - Madame s'est rattrapée à une barre fixée sur le mur car elle a fait une chute. Si possible de lui refixer,45981,,,Vincent,,
T_P1255,45999,Secrétariat général,Roseraie,Plomberie,Roseraie 30 - Evier de la cuisine bouché,45999,,,Vincent,,
T_P1254,45999,Secrétariat général,Roseraie,Plomberie,Roseraie 23- Problème au WC plus d'eau ,45999,,,Vincent,,
T_P1257,46000,Secrétariat général,Roseraie,Entretien général,Roseraie n°22 - Madame nous informe qu'elle a de l'humidité sur le plafond du WC mais elle a peut car autour de la lampe c'est tout tâché,46000,,,Vincent,,
T_P1258,46002,Secrétariat général,Roseraie,Electricité,Chemin du Bon Dieu 28 - remplacer néon cuisine (attention sera facturé à madame),46002,,,Vincent,,
T_P1267,46002,Secrétariat général,Roseraie,Entretien général,Roseraie n°17 - Madame nous informe que la châsse du wc se bloque et coule,46002,,1,Vincent,Vincent,
T_P693,45197,Sophie Paternoster,Roseraie,Jardin / extérieur,Aller voir pour taille Hortension Roseraie n° 24,45197,,1,Vincent,,
T_P689,45189,Sophie Paternoster,Roseraie,Entretien général,"Chemin du Bon Dieu 24 - Mme Hupez Nadine - plusieurs problèmes (lumières, évacuation, serrure)",45197,,1,Vincent,,
T_P695,45198,Sophie Paternoster,Roseraie,Entretien général,"Domaine de la Roseraie, 7 - problème de porte et de siphon",45198,,1,Vincent,,
T_P712,45223,Sophie Paternoster,Roseraie,Chauffage,"Vérifier problèmes écoulement des eaux (condensat/soupape de sécurité) Roseraie 1, 10, 13 et 16",45223,,1,Vincent,,
T_P711,45223,Sophie Paternoster,Roseraie,Chauffage,"Vérifier les températures d'eau chaudière trop élevées (Roseraie 3, 6, 13, 14, 16 et 27)",45223,,1,Vincent,,
T_P713,45230,Sophie Paternoster,CPAS,Marchandises magasin,Retrait de la commande de Elodie Martin chez Ramaut (BC 895),45233,1,1,Vincent,,
T_P726,45258,Sophie Paternoster,CPAS,Entretien général,Ramener tous les articles présents dans l'armoire à la cave dans le bureau de Sophie et jeter l'armoire,45258,,2,Vincent,,
T_P760,45320,Sophie Paternoster,Roseraie,Jardin / extérieur,Aller voir au bout de l'allée du numéro 14 de la Roseraie (Mme Liénard) car il y a un trou au niveau de la taque d'égout qui a été fait au moment du passage de la fibre,45320,1,1,Vincent,,
T_P763,45322,Sophie Paternoster,CPAS,Entretien général,RV Defibrion le jeudi 1er février à 12h30 au CPAS pour entretien défibrillateur,45322,30 minutes,1,Vincent,,
T_P773,45336,Sophie Paternoster,Roseraie,Chauffage,Roseraie 19 - Mr Alain Lejeune - le chauffage dans la chambre ne s'éteint plus,45336,1,3,Vincent,,
T_P774,45336,Sophie Paternoster,CPAS,Entretien général,RV Entretien système incendie le 1er mars 2024 à 8h00 (Vanlofeld),45352,1,1,Vincent,,
T_P779,45357,Sophie Paternoster,Roseraie,Electricité,Aller voir Roseraie 8 (différentiel déclenche de temps en temps),45357,1,1,Ouvriers_ADV,,
T_P780,45357,Sophie Paternoster,CPAS,Entretien général,Installer distributeur papier dans bureau Président (le distributeur est dans le bureau de Stéphanie),45357,1,2,Vincent,,
T_P794,45377,Sophie Paternoster,CPAS,Entretien général,25/04 à 14h40 RV Defibrion pour entretien défibrillateur,45377,0.5,1,Vincent,,
T_P802,45394,Sophie Paternoster,CPAS,Marchandises magasin,Réception de la livraison de papier Lyreco (1 palette),45399,1,2,Vincent,,
T_P804,45399,Sophie Paternoster,Magasin,Marchandises magasin,Aller chercher commande chez Hubo (voir Ronald),45399,1,2,Vincent,,
T_P811,45405,Sophie Paternoster,CPAS,Entretien général,"Installer les panneaux de liège dans le bureau ""Miriam"" - Elodie Martin",45405,2,2,Vincent,,
